strat_phrase_root,strat_flag
Beck Spring,mention
Rhode Island,Formation
Robles,Formation
La Muda,mention
Ericson,Sandstone
Burrows,Mudstone
Oswaldo,Formation
Tuscaloosa,Group
Shinarump,mention
Second Creek Phosphate,Bed
Irondequoit,mention
Lewiston,Member
Vinemount,Member
Guelph,Dolomite
Eramosa,Dolomite
Sitka,Group
Pozas,Formation
Trace,mention
GREENBRIER FAULT Snowbird,Group
Conestoga,Limestone
VA,Shale
Gila,mention
Calapooya,Formation
Meeteetse,Formation
Wind River,mention
Stallin,Shale
Joe Lott Thff,Member
Gambier Bay,Formation
Port E.wen,Limestone
Coeymans,Limestone
New Scotland,Limestone
Becraft,Limestone
Esopus,Shale
PENNSYLVANIA Susquehanna,Group
Cleveland,mention
Salmon River,Formation
Sohnari,mention
Arima,mention
Yeso,Formation
Delle Phosphatic,Member
Alcova,mention
Logtown Ridge,Formation
Shelikof,Formation
Kialagvik,mention
DEPOSITION Cope HoiiOIIV,Formation
Rib Hill,Sandstone
Riepe Spring,Limestone
Tillery,Formation
Windfall,mention
Manning Canyon,mention
Pai-yun-o-po,Group
Ocean Wave,mention
Sylvan,mention
Series Sturgis,Formation
Gumbo,mention
Valmy,Formation
Wallace,mention
St. Kegis,Formation
Moenkopi,mention
Monitor Butte,Member
Maine Benthic Oceanography,Group
Encinal Canyon,Member
Eureka,Member
Hartshorne,Sandstone
McAlester,Shale
CaSOn,Shale
Sinbad,Member
Moss Back,mention
Pyrite,Conglomerate
Feather,Bed
Nizina Mountain,Formation
Facer,Formation
Fossiliferous,mention
Depth,mention
Greenpoint,Group
Berenguela,Formation
Mauri,Formation
Sandy,Shale
Dalton,mention
Halls Gap,Member
Floyds Knob,Formation
Diligencia,Formation
Brushy Basin,Member
Claggett,Shale
Simpson,Group
Simpson,mention
U.S.A.,Formation
Monterey,Shale
Canaan Peak,Formation
Salem,Limestone
Copper Basin,mention
Descon,Formation
Skolai,Group
Nizina,mention
Cow Ridge,Member
Yellowjacket,mention
Scott Canyon,mention
Pioneer,Formation
Yale,Member
Uraniferous Black,Shale
McCoy Mountains,Formation
Guttenberg,Member
Spechts Ferry,Shale
Pecatonica,Dolomite
McGregor,Limestone
Glenwood,Shale
Depth Quimbys Mill,Member
Depfh Ion,Dolomite
Guttenberg,Limestone
Pantano,Formation
Montana Mine,Formation
Wetterstein,Limestone
Thompson Peak,Formation
Sunday,Group
Greenhorn,Formation
Kans,mention
Stepovak,Formation
Unga,Formation
Bear Lake,Formation
Bear Lake,mention
Columbia River Basalt,Group
Rhododendron,Formation
Keefer,mention
Winnipeg,mention
Snowslip,Fm.
Snowslip,mention
Fifteenth Oil,Shale
SOUTH AMERICA,mention
Mashipacong,Member
Grosmont,Formation
Ruth,mention
Yauco,Mudstone
Concepcion,Formation
Hinsdale,Formation
Fall Eiver,Formation
Kuiu,Limestone
Ganibier Bay,Formation
Bisbee,Group
Quartzarenite,Dolomite
Oronto,Group
Oronto,mention
Keweenawan,mention
Lone Pine,Formation
Porvenir,mention
Amphibole,mention
Big Cottonwood,Formation
Doughnut,Formation
Gravina Island,Formation
Ledge,Sandstone
Ledge,mention
Dzhaskoy,Formation
Manning Canyon,Shale
Soudan Iron,Formation
Decorah,Shale
Cristo,Formation
Great Smoky,mention
Bear,Bed
True Blue,Formation
Lithology.-The Everona,Limestone
GENERAL GEOLOGY,mention
General,mention
Houy,Formation
Houy,mention
Three Creeks Tuff,Member
Batch Hill,Shale
Hortonville,Formation
Fajardo,Formation
Brecciated Leadville,Dolomite
Leadvilie,Limestone
Electrum Barite,Dolomite
Floyd Church,Member
Leithsville,Formation
Rickenbach,Dolomite
White Rim,Sandstone
Bleached,Sandstone
Plagioclase,Chert
Pyrite Kaolinite,Dolomite
Leslie Tuff,Member
Leslie Gulch Tuff,Member
Hailey,mention
La Garita,mention
Conejos,Formation
FEET,Shale
Coconino Sandstone-Hermit,Shale
Park,Shale
West River,Shale
Middlesex,mention
Needmore,Shale
Dunham,Dolomite
Copper Basin,Formation
Morgan Pass,Formation
Dunderberg,Shale
Toano,Limestone
Killian Springs,Formation
MUDSTONE,Mudstone
Rex,Member
Ft,mention
Coconino,mention
Temple Mountain,mention
Hawley,Formation
Quehua,Formation
Waynesburg,Formation
Lost Horizon Creek,mention
Todilto,Limestone
Mecca Quarry,Shale
Verdegris,Formation
Stark,mention
Devoniln,Shale
Kansas,mention
Candler,Formation
Franconia,mention
Chien,Dolomite
St. Feter,Sandstone
Unit Jordan Description,Sandstone
Franconia,Sandstone
St. Feter,Shale
Trempealeau,Dolomite
Franconia,Dolomite
Feter,Sandstone
St. Peter,Shale
Chien,Shale
Chien,Sandstone
Chien,Chert
Jordan,Sandstone
St. Peter,mention
Park,Formation
Middle Park,Formation
Coal,Bed
IU.SoooooooooouoooooooooOOOOOOOOOCI,Sandstone
Ironformation,Chert
Estes,Conglomerate
Supai,mention
KGS,mention
Miers Bluff,Formation
Antarctic Peninsula Volcanic,Group
Mount Poster,Formation
Trinity Peninsula,Formation
Douglas,Conglomerate
Popotosa,Formation
Hornblendit.e Idaho Springs,Formation
Grandfather Mountain,mention
HUnt Fork,Shale
Lorrain,Formation
Shawangunk,Conglomerate
Pecors,Formation
Bor,mention
Bucim,mention
Bolcana,mention
Barranca,Group
NORTH,Group
South,Group
Dzhezkazgan,mention
Ikaby,Formation
Undiscovered,Sandstone
Edale,Shale
Hozomeen,Group
Bushimay,mention
Mistassini,Group
Nederland,Group
Mt. Antola,Formation
Fuca Ridge Study,Group
Catahoula,Formation
Mt. Sylvia,Formation
McRae,Shale
McRae,mention
Middendorf,mention
Kallavare,Formation
Smackover,Shale
Mandhali,Formation
Diagenetic Pyrite,Formation
Helena,Fm
Tirrawarra,Sandstone
Humic Sulphur,mention
Humic Sulphur,Formation
Framboid,mention
Fleet,Formation
Smythite,mention
Smythite,Formation
Fleet,mention
Bahloul,mention
Iron-Limited Pyrite,Formation
Diagenetic,mention
Nisku,mention
Tetrathionate,mention
Tetrathionate,Formation
Racine,Dolomite
Llanbedr,Formation
Saint-Victor,mention
Saint-Victor,Formation
Albanel,mention
Leicester,Member
Belemnite,Bed
Ball,Member
Wilkins Peak,Member
Anonhite Aragonite Calcite,Dolomite
Sangerville,Formation
Waterville,mention
Footwall,mention
Hanging Wall,Shale
Footwall,Shale
Milford,Group
Slocan,Group
Milford,mention
South Africa Pongola,Supergroup
Lublin,Fm.
Entire Monterey,Formation
USA Salado,Formation
Source Rock Weathered,Shale
Quartz Muscovite Calcite,Dolomite
Phosphoria Retort,Shale
Factors Limiting Pyrite,Formation
Goyllarisquizga,Gp
Wellington,mention
Pyritic Chim,Fm
Archaean Sargur,Group
Temagami Iron,Formation
Atetsu,Limestone
Kuparuk,mention
Marble Bar Chert/Jasper,Formation
Murchison,Supergroup
Sangestan,Formation
Woodiana,Sandstone
Within,mention
NovaS,Group
CLY,mention
Dixon Island,mention
Biri,Formation
Manjeri,Fm
Toyoma,Formation
Koetoi,Formation
Appin,Limestone
Spring Valley,Member
CLY,Group
North America,Shale
Dresser,Fm
CRS,mention
Key Largo,Limestone
Sanchuan,Formation
Cloonagh,Formation
Ara,mention
Applied Geochemistry,Group
Jimmy,Member
Degnish,Limestone
Biri,mention
Lanchengquxia,Formation
WC,mention
Rove,Fm
Lunshan,Group
Delwara,Formation
Exploration,Group
Ibura,Member
Secondary Pyrite,Formation
Ghareb,Limestone
Secondary Pyrite,mention
Phyllite,Dolomite
Early Diagenetic Pyrite,Formation
Postdepositional Pyrite,Formation
Jinjiadong,mention
Geology,mention
Pyrophyllite,mention
Aqueous Geochemistry,Group
Niobrara Formation/Pierre,Shale
Dark Grey,Shale
Suwannee,mention
Cuddalore,Group
FeS,mention
FeS,Formation
Grant,Fm.
Solution Film,Formation
Lokamonna,Formation
Schmidtsdrif,Group
Lokamonna,mention
Pilbara,Group
Robinson,Formation
Krugersdorp,Formation
Zeederbergs,Formation
Ngezi,mention
Ellison,Formation
Kogelbeen,mention
Huqf,Formation
Guttenberg,mention
Polysulfide,Formation
Ediacaran-aged Huqf,Supergroup
Gothic,Shale
Desert Creek,Limestone
Nsuze,Formation
Fortescue,mention
Xiamaling,Fm
Ranger Canyon,Fm
Posidonia,Formation
Bee Gorge,Member
Paraburdoo,Member
Paleocene/Eocene Van Mijenfjorden,Group
Geosciences,Group
Achaean Marble Bar,Chert
Llanta,Formation
Chamberlain,Fm
Mount Simon,Sandstone
Carbonates Ca/Sr Mg/Sr,Limestone
Chamberlain,Fm.
Sill,mention
Shales,mention
Burano,Formation
Wairakei,mention
Kunimitoge,Formation
CO,mention
Oruanui,Formation
Coyol,Group
Cadna-owie,Formation
Volcanic Argillite,Chert
Quartz Albite K-feldspar,Dolomite
Vosgian,Sandstone
LEGEND,Dolomite
Calcite Aragonite,Dolomite
Plagioclase Calcite Aragonite,Dolomite
Diemel,Fm.
Dalan,Formation
Grabfeld,Formation
Neubrandenburg,Member
Neubrandenburg,mention
Hovea,Member
Agardhfjellet,Formation
Qinglong,Fm
TOC,mention
Daye,Fm
Monian,Supergroup
Palaeozoic Scandinavian Alum,Shale
Fosdal,Group
Bjørkvatnet,Formation
Pee Dee,Formation
Black Reef,mention
Porphyry,Group
Salmon Marble,Formation
Lodgepole,Limestone
Jet Rock,mention
Double Bar,Formation
Gate,mention
Saku,Formation
Tiesi’ao,Formation
Zhangxia,Fm
Wilberns,Fm
St. Lawrence,Fm
Nopah,Fm
Waterfowl,Formation
Cape Ann,Member
Dotsero,Formation
Tulomozero,mention
Palaeoproterozoic,mention
Meissner,Formation
Maastrichtian-Paleocene Bakırköy,Formation
Thomson,Formation
Agua,mention
West Congolian,Supergroup
Mikhailovsk,Formation
Bodaibo,Group
Bodaibo,mention
Cap Carbonate,mention
Gains,Member
Hotson,Formation
TimebaU Hill,Formation
Timeball Hili,Formation
Oum Douil,Formation
Pretoria,mention
Don Chai,Group
Tong,Formation
Tong,mention
Mergm,mention
Mergul,mention
Panjgur,Formation
Panjgur,mention
Object,Shale
Thrombolite,Dolostone
Tianshuihai,Group
Jingtieshan,mention
Kuanping,Group
Tyrone Volcanic,Group
Broughderg,mention
Loughmacrory,Formation
Whitewater,Formation
Santiago,Member
Puno,Group
Ayavacas,Limestone
Jucurutu,mention
Itapecuru,Formation
Burundi,Supergroup
Huadian,Formation
Río Mayer,Formation
Benassal,Fm
Pyrite,Sandstone
Gufeng,mention
Marshall,Group
Chaleurs,Group
Simpsons Field,Formation
Millstream,Formation
Balato,Formation
Kintinian,Formation
Miahuantepec,Formation
Amatepec,Formation
Esperanza,mention
Sanhekou,Group
Yacoub,mention
Kombolgie,Subgroup
Ospwagan,Group
Manasan,mention
Szin Marl,mention
Sachrang,Member
Sachrang,Formation
Ombombo,Subgroup
Joachim Reitner Geobiology,Group
La Luna,Fm
Pale,Sandstone
Narrawaturk Marl,Formation
Invincible Point,Member
MFS,mention
Zhangxia,mention
Pisco,Formation
Griotte,mention
Rietheim Posidonia,Shale
Zegrí,Formation
Woźniki,Limestone
New Market,mention
Pagoda,mention
Sample ID,Bed
Mass-Flow,Sandstone
Bódvaszilas,Sandstone
Gypsum,Formation
Pisco,Fm
Kuniutan,Formation
Tobifera,Formation
Carbonate,Dolomite
Yurtus,Formation
Djebilet,Formation
Tarkwa,mention
MacDonaldryggen,Member
Polarisbreen,Group
Petrovbreen,Member
Elbobreen,Formation
Bråvika,Member
Monte Christo,Formation
Eccles,Formation
Sheba,Fm
Bien Venue,mention
Kungarra,Fm
DeGrussa,mention
DeGrussa Formation/Karalundi,Formation
South Africa Moodies,Group
Tumbiana,Fm.
Treasure Lake,Group
LaBine,Group
Shijia,Fm
Jinshanzhai,Fm
Muyaga,Subgroup
III,Limestone
Haikou,Formation
Hanonet,Fm
Usolka,Formation
Usolka,mention
Mutnaya,Formation
Oksym,Formation
Bijiki,Member
Bijiki,mention
Devede,Formation
Okakuyu,Formation
Okakuyu,mention
Devede,mention
Bravaisberget,Formation
La Peña,Formation
Lukeino,Formation
Lukeino,mention
Synorogenic Flysch,Formation
Zhaojiazhuang,Formation
Porsa,mention
Bravo Lake,Formation
Gouhou,Formation
Hammam Faraun,Member
Gn,mention
Sefwi,Group
Rakai,Mudstone
Los Pasos,Formation
Maimón,Formation
Mohilla,Formation
Ramon,mention
Saharonim,mention
Green Point,mention
Clinetop Stromatolite,Bed
Red Tops,Member
Corumbà,Group
Applied Geophysics,Group
Jianshangou,Bed
Noonyereena,Member
Bryah,mention
Jinshan,mention
Jiega,Formation
Qi'eshan,Group
Raha,Formation
Kharita,mention
Bahariya,mention
CEI,mention
Society Cliﬀ,Formation
Ellipsactinie,Conglomerate
Aycross,Formation
Lipid,mention
Meteorite Bore,mention
Matinenda,Fm
Marra Mamba Iron,Fm
Wittenoom,Fm
Autoclaved,Limestone
Although,Group
La Tanque,Formation
Oweina,mention
Oweina,Shale
Feizanguan,Formation
Yar,Formation
Yar,mention
Meirigie,Group
Campbellrand,Group
Fortin Creek,Group
Khufai,mention
Yasin,Group
Crisanti,Formation
Wulatehouqi Zijin Mining,Group
Quartz Chlorite Muscovite,Dolomite
Biofilm,mention
Rímac,Group
Palmer Development,Group
Pyrite Extraction Monitoring,Limestone
Reference,Subgroup
Scientific,Group
Solution,mention
National Science Founding,Group
CSIRO Minerals,Group
Jinchuan,mention
Venus,mention
Bersham,Mudstone
Bersham,mention
Calcite Quartz K-feldspar,Dolomite
Bindstone,Mudstone
Priestley,Formation
McCoy Creek,Group
Antelope Range,Formation
Metalliferous Oil,Shale
Pebas,Fm
Esbarrondadoiro,Formation
Andesite Granite Diatomite,Dolomite
Chromite Chrysotile Cronstedtite,Dolomite
Sarvak,mention
Helen,Fm
Helen,mention
Quse,Formation
Utsira,mention
Formula Calcite,Dolomite
Duperow,Formation
Ketzin,mention
Cardium,mention
Brae,Fm
Magnus,mention
Yaojia,Fm
Chlorite Calcite,Dolomite
Midale,Formation
Clay Quartz Calcite,Dolomite
Navan,Conglomerate
Navan,mention
Calcite Gypsum,Dolomite
Bude,Formation
Ferrobamba,Fm
Sweetgrass,Member
GENCOR,mention
Trefiyat,Formation
Mineral Processing,Group
Anorthoclase Calcite,Dolomite
Rio Bonito,Fm
Lithology,Mudstone
Dakhla,mention
Analysis Error Rainwater,Dolomite
Sßenköy,Formation
China,mention
Chia Gara,mention
MesoproterozoicGaoyuzhuang,Formation
Mei Mingxiang,mention
Yuntaiguan,Formation
Nannihu,mention
Gauyuzhuang,Formation
Gaiyuzhuang,Formation
Huanxiusi,Member
Changxing,mention
Kaili Liangshan,Formation
Wutai,Group
Nsuzi,Subgroup
Mozaan,mention
South Alligator,Group
Ourdjan,Group
Ourdjan,mention
Wolkberg,mention
Green Head,mention
Parana,mention
Drowning Point,Member
Greenhead,mention
Spili,mention
Huab,mention
Bira,Fm
Lewis,mention
VMS,Formation
VMS,mention
Pla Calcite,Dolomite
Laobao Cherts,Formation
TOC Quartz Calcite,Dolomite
St Peter,Sandstone
Barnet,Shale
Kazhdumi,mention
Kioto,Group
Guri Dolomitic,Limestone
Chalk,Group
Flavrian Andesite,Formation
Chinshui,mention
Castle Hill,Limestone
Oolitic,Limestone
Arguis,Formation
III Calcite Pyrite,Dolomite
Nonplanar,Dolomite
Kukersite Oil,Shale
Xujiahe,Formation
Pabdeh,mention
Pabdeh,Formation
Nadu,Fm
Majiaguo,Formation
IIYou,Formation
El Haria,Formation
Itacaiúnas,Supergroup
Nobres,mention
Kiziba,Formation
Iron-aluminum,Member
Rock,Limestone
Brent,mention
Pitz,Formation
Maantang,Formation
BrÔvika,mention
Kinnvikka,mention
RussÖya,mention
RussÖya,Member
Cherty Reddish,Limestone
Siwa,Group
Zezloun,Formation
Maddina,mention
Blackwell Publishing Ltd,Formation
Skates Hills,mention
Cheshire,Fm
Environment,Group
Carrawine,Dolomite
Leptospirillum,mention
Omagari,Formation
Rispebjerg,Sandstone
Yungjia,Formation
Yungjia,mention
Draken,Group
Akerchi,mention
Moanbrack,Formation
Brioverian,mention
Coalport,Formation
Nant-ybig,Formation
Caswell Bay,Mudstone
Spilitic Lavas Conglomerates,Sandstone
Castle Vale,Formation
Bailey Hill,Formation
Sailey Hill,Formation
Oolite,Group
Gaerglwyd,Formation
Llangranog,Formation
Shipway,Limestone
Faraghan,Formation
Kosov,Formation
Penllwyn Oolite,Member
Gudman,Fm
Manyuku,Fm
Community,mention
Silica,mention
Steinvika,Limestone
Blockhouse,Shale
Langpar,Formation
Gowanda,Shale
Ruddle,Shale
Zoophycos,mention
Maquoketa,Group
Scales,Formation
Fox Bay,Formation
Saltford,Shale
Fenni,Formation
Eschenbach,Member
Didymograptus,Shale
Vallecillo,mention
Elbobrwn,Formation
Torehina,Formation
Pedrera,Group
Yerbal,Formation
Villarroya,Formation
Isthmus Bay,Formation
St George,mention
Nolichucky,Formation
Honaker,Dolomite
Maynardville,Limestone
Maynardville,mention
Humber,Group
Nahr Ibrahim,mention
Saltwick,Formation
Moor Grit,Member
Forties,mention
Conococheague,mention
EARLY Apatite Pyrite,Dolomite
Chalcedony,Dolomite
Jnmar,Formation
Castille,Formation
Fine Lime,Mudstone
Lime,Mudstone
Gillen,Member
Bear Gulch,Member
Gastropods,Chert
St George,Group
Catoche,mention
Aguathuna,Formation
Rio Bonito,mention
Hay River,mention
Farson,Sandstone
Rocky Brook,Formation
Deer Lake,Group
Chihsia,mention
Georgiev,mention
Tiout,Member
Igoudine,mention
Trenton,Formation
Wishart,Formation
Fleming,Chert
Sayja,Member
Roker,Formation
Grasdalen,Formation
Mavqi’im,Fm
Wata,Formation
Basal Pyrite Shell,Bed
Basal Pyrite Shell,mention
Pyrite Shell,mention
Shell,mention
Mid-grossourrei Shell,Bed
Mid-grossouurri Shell,Bed
Pyrite Shell,Bed
Mid-grossouarei Shell,Bed
Basal Pyrite,Bed
Keweenawan Copper Harbor,Conglomerate
Clay Silt,Dolomite
Upnor,Formation
Lambeth,Group
Fauld,Member
Hawton,Member
Tutbury Sulphate,Bed
Staffin Shales,Formation
Dimple,mention
Swan River,Formation
Maxey,Member
Saint-Mihiel,Member
Saint-Mihiel,mention
Foug,Member
Dainville,Member
St Mihiel,Member
Palaeoproterozoic Mount Barren,Group
Beach Point,Member
Dolomia Principale,Formation
Inici,Formation
St. Cassian,Formation
Heiligkreuz,Formation
Cassian,Dolomite
Location Mini,Dolomite
Sapropel,mention
Sapropel,Dolomite
Late Sarmatian Skalica,Formation
Soltanieh,mention
Zakum,Member
Salil,Formation
Kidod,Fm
Alb,Chert
Elphinstone,Group
Dolomicrite,Mudstone
Armàncies,Formation
Rogenstein,mention
Zardeh-Kuh,Formation
Kangan,mention
JobePilon,Member
Grotto,Formation
Perdrix,Formation
Cook,Member
Drake,Member
Izhara,Fm
Shurijeh,mention
Hawaz,Formation
Ghar,Formation
Dhahaban,Formation
Tagrifet,Limestone
Sirte,Shale
Bistrinskaya,Formation
Shevchenkinskaya,Formation
Mutafinskaya,Formation
Retovskaya,Formation
Belayim,Formation
Zeit,Formation
Ras Malaab,mention
Hormoz,mention
Chapoghlu,Shale
Algae Echinoid,Dolomite
Minor,Dolomite
Mussel,Bed
FOAM,mention
Yezo,Group
Stage,Bed
Post‐Archean Average,Shale
Marlboro,Fm
Rocknest,mention
Rhinestreet,mention
Eutaw,mention
Sheeted Dikes,Mudstone
Fe-Ti,mention
Chhattisgarh,mention
Musayr,Formation
Wadi Waqb,Member
Gemsa,Formation
Holywell,Shale
Brora,mention
Armorican Quartzite,Formation
Iparo,Member
Nanyangshan,Formation
BonanzaKing,Formation
Intrudes Iron,Formation
Sheefry,Formation
Predators Rhynie,Chert
Eshet Dome,mention
Erins Quartzite,Group
Erins Quartzite,mention
Sphalerite,mention
Vaqueros,Sandstone
Cwm Cljld,mention
Penrhos,Member
Foel,Formation
Kangan,Fm
Mescal,Formation
Holzmaden,mention
ArchaeanProterozoic Transvaal,Supergroup
North Col,Formation
Meridiani,mention
Muav,Limestone
Paliza Canyon,Formation
Burns,Formation
Guia,mention
Carbonate,Formation
Border,Group
Oligoclase K‐feldspar Magnesite,Dolomite
China Carbonate,Formation
Glasford,mention
Huanggangliang,Formation
Pyeongan,Supergroup
Kunnui,Formation
Mabuhay,Formation
Heishantou,Group
Xikuangshan,mention
Hotakizawa,Formation
Shishigamori,Formation
Basalt,Mudstone
Wainimala,Group
Mizunami,Group
Toki,Formation
Uyashinai,Mudstone
Anson,Formation
La Negra,Formation
Funakawa,Formation
Qixia,Group
Hwangsan,Formation
Morococala,Formation
Cancañiri,Formation
Llallagua,Formation
Llallagua,mention
Toyoha,mention
Aijiagou,Group
Baguio,mention
Sawayaerdun,mention
Sawuershan,mention
Bima,Group
Maruberiwan,Formation
Linxi,Formation
Viannos,Formation
Viannos,mention
Garvey Gully,Formation
Gleneski,Formation
Piambong,Formation
Campbells,Group
Peelwood,mention
Fabian Quartzite,Member
Basal,Conglomerate
Bowry,Formation
Kennedy,Group
Togari,Group
Woolwich,Formation
Great Valley,Group
Pilgrim,mention
Bighorn,mention
Entrada,Formation
Moab Tongue,Member
Ash,Group
Crutchman,Sandstone
Aberystwyth Grits,mention
San Martino,Formation
Portland,mention
Gut,Fm
Eye,Fm
Lligwy Bay,Conglomerate
Troutbeck,Formation
Vuoinesskaite,Formation
Soft,Bed
Portaskaig Boulder,Bed
Garnedd,Shale
Kermeur,mention
Kermeur,Formation
TlgS,Mudstone
Tower,Formation
Castle Slate,Formation
White Strand,Formation
Rhyolitic Tuff,Formation
Allt LGyd,Formation
Booley Bay,Formation
Llyn Cowlyd,Sandstone
Bundihill,Formation
Biomicrite,mention
Biomicrite,Shale
Criaderno,Formation
Arsenopyrite,mention
Canso,Group
MaÂõz Gordo,Formation
Ningkuo,Formation
La Gardie,Formation
Kirusillas,Formation
Virginia Spinel,Group
Quevedo,Formation
Martin Bridge,Limestone
San Vicente,mention
Ore Mineral,Group
Whitewater,Group
Algal,Dolomite
Pyrite Anthracite Clean,Sandstone
Keilberg,mention
Kalamavka,Formation
Nagthat,Formation
Dabie River,mention
Groenefontein,Formation
Purana,mention
Indravati,Group
Quadyuk,Formation
Well Phosphate,Bed
Kleppe Senior,Fm
Dicellograptus,Shale
Ashgillian Ellis Bay,Formation
Richmond,Group
Richmond,mention
Red,Limestone
Otta,Conglomerate
Pecten,Bed
Laurel,Limestone
Quarry Hill,Member
Staraya Rechka,Formation
Emigrant,Formation
Contrin,Formation
Latemar,Limestone
Pitkin,mention
Uhangri,Formation
Mudrocks,Mudrock
Rewan,Group
Lamballe,Formation
Point,Formation
Waulsortian,mention
OiI Creek,Formation
Tamana,mention
Tamana,Formation
Brasso,mention
Loma Chumico,Formation
Mercia,Mudstone
Parakeelya Alkali,Member
Late Archaean Witwatersrand,Supergroup
Gangolihat Dolomites,Formation
Akkuyu,Formation
Wildbread,Formation
Dhari,Member
Calpionella,mention
Nubrigyn,Formation
Scarlett,mention
Horse Camp,Formation
Shuaiba,mention
Bearreraig,Sandstone
Karstryggen,mention
Wegener Halvca,Formation
Chipping Sodbury,Member
Parry Bay,Formation
Barrow,Sandstone
Holywell/Sabden,Shale
Ingta,Fm.
Backbone Ranges,Formation
Magnesite,mention
Medvezhegorskaya,Formation
Potikohua,Limestone
Chatburn,Limestone
Pendleside,Limestone
Palaeocene Mediona,Formation
Pontils,mention
Middle,Limestone
Typical Amuri,Limestone
Scapa,Member
Winnepegosis,Fm
Seven Rivers,Formation
Inmar,Formation
Astarte,Bed
Glauconitic,Limestone
Yarrawurta,Shale
Basal Anhydrite,Member
Khok Kruat,Formation
Shadow Lake,Formation
Lindsay,Formation
Matanui,Group
Aldebaran,Sandstone
Gs Green.Pyritic,Shale
ISaddle,Dolomite
Watt Mountain,Formation
PraÈsident,Sandstone
RF,mention
Dorositv Laminated,Mudstone
Bioturbated,Mudstone
Bometerre,Dolomite
MLXEDFLAT SHOAL,Limestone
Passaic,Formation
Ringwood,mention
Burr,Member
Loves Creek,mention
Neely,Member
Dawson Bay,Formation
Yesares,Member
Mt Vernon,Bed
Stolle Road,Bed
Lakeview,Bed
Calcare Massiccio,Formation
Cerin,mention
Quilalar,Formation
Charlestown Main,mention
Kellaways Sand,Formation
Wara,Formation
Jirani,Dolomite
Bryne,Formation
Khaneh Kat,mention
Neyriz,Formation
Achimov,Formation
North Sea Brent,Group
Plenus Marl,Formation
Valhall,Formation
Yacoraite,Fm
Beda,Formation
Dong Ho,Formation
Karababa,Formation
Ness,Formation
Broom,Formation
Sliorface,Sandstone
Breq,Group
Arida,Formation
Hormuz Salt,Formation
Pab,Sandstone
Saramuj,Formation
Khafji,mention
Sufuniya,Member
Broom,Fm
Safaniya,Sandstone
Ireton,mention
Graphitic,mention
Graphitic,Shale
San Juan,Formation
Animas River Stakeholders,Group
Hazens Notch,mention
Oakdale,Formation
Chandpur,Formation
Canyon Fiord,Formation
Qomolangma,Formation
Greenbrier,Group
Monomgahela,Limestone
Pyritic,Sandstone
St. Joe,Limestone
Recently Gencor,Group
Tepe,Member
Groveldalen,Member
Birimian,Supergroup
Zaoneshskaya,Formation
LS,Formation
Hekkingen,mention
Lucknow,Formation
Maccarone,mention
Fuca Study,Group
Major Mineral,Formation
Tshirege,mention
Yellowknife Greenstone Belt,Group
Potential,Formation
Potential,mention
Olduvai,mention
Late‐Stage,Formation
Mariana,mention
Mariana,Group
Terwagne,Fm
Taum Sauk,mention
Type Quartz Calcite,Dolomite
Sandia,mention
Akaitcho,Group
Ultramafic,Sandstone
Galyang,Formation
Dhading,Formation
Quartzites,Group
Santa Iria,Formation
Lakarpata,Group
Barcalienta,mention
Meneage,Formation
Urbino,Formation
Oquirrh,Formation
Lumbrera,Formation
Gosau,mention
Tanatap,mention
Meadfoot,Group
PYRITE,Fm
Haughton,mention
Wasatch,Group
Quarh Calcite,Dolomite
Granite,Limestone
Anglesea,Formation
Anglesea,mention
Salt Creek,Formation
Agriculture,Group
Fracture,Formation
Hornfels,Chert
Hongshanzui,Formation
Wuybye,Formation
Ikutahara,Formation
Bao Volcanic,Formation
Ikuno,mention
Hidaka,Supergroup
Wayao,Fm
Tengudake,Formation
Shiraigawa,Formation
Mid-Devonian Shujiaba,Formation
Sample Vein ID,Group
Horokapiribetsugawa,Formation
Horokapiribetsugawa,Fm
Ashoro,Formation
Linxi,Group
Sangdong,mention
Aqishan,Formation
Sta Iria,Formation
Kobgaon Basal Boulder,Bed
Kalimati,Formation
Kesgrave,Formation
Maizuru,Group
Hayama,Group
Hayama,mention
Makimine,Formation
Sagog,Formation
Chusan,Formation
Chunsan,Formation
Range Mean,Group
Fraction SPM CCM,Group
Marchall,Sandstone
Pocono,Group
Gas,Formation
Marine Microbiology,Group
Sunti Clay,Member
Stephen,Shale
Corona,Formation
Acidithiobacillus,Group
Poole,Formation
Strongly Bioturbated Calcareous,Mudstone
Pyritic Black,Mudstone
Jefferson City,Dolomite
ANTARCTIC PENINSULA,mention
Burnham Chalk,Formation
Kemik,Sandstone
Don˜a Ana,Member
Qasr,mention
Windom,Shale
Trold Fiord,Formation
Eastview,Member
Mount Cap,Formation
Collingwood,Member
Collingwood,mention
Lingula,mention
Cyst,Formation
Frankfort,Shale
Botetourt,Member
Crinkly,Bed
Blue Beach,Member
Shiobara,mention
Ripley,Formation
Shoreface Dolostone/Sandy,Dolostone
Spitskopf,Member
Chernaya Rechka,Formation
Ulakhan-Yuryakh,Formation
Uchur,mention
Uchur,Group
Kyutingda,Formation
Nopah,Formation
Eaton,Sandstone
Caradoc,mention
Statfjord,Formation
Microbial Fabric,Formation
Stø,Formation
Cupido,Formation
Cupido,mention
Tanyard,Formation
Piper,mention
Americus,Limestone
Malmani,Formation
Buah,Fm
Boulder Creek,Formation
Luohandong,Formation
Beach,Formation
