strat_phrase_root,strat_flag
Poison Strip,Sandstone
Horsefly,mention
Las Aguilas,Formation
Las Aguilas,mention
Microbialite,Formation
Jurf,Formation
Qishn,Formation
Jurf,mention
East Berne,Member
Yellow Slope Forming,Mbr
Hue,Shale
Taishir,Formation
Prairie Evaporite,Formation
Pittsburgh,Limestone
Trow Point,Bed
Centimeter Scale Crinkly,Bed
Abu Madi,Formation
Opal-CT,mention
Gudman,mention
Lion Creek,Limestone
Crooked Fork,Group
Rutland,Formation
Bearpaw,Formation
Ischigualasto,Formation
Mt. Orab,mention
Ringerike,Group
Sundvollen,Formation
Vardebukta,Formation
Las Hoyas,mention
Depth Quartz,Chert
Powers Steps,Formation
Diatomite Carbonates,Sandstone
Arnheim,Formation
Pyritic Estill,Shale
Zonda,Formation
Marine/Brackish,Member
Four Corners,Formation
Brackish,Member
Bulan,Shale
Laminated,Dolostone
Milna,Formation
Lashly,Formation
Feather,Conglomerate
Fall River,mention
Caradoc,Formation
Cohn Coal,mention
Bijaygarh,Shale
Cisco,Formation
New Egypt,Formation
Kudankulam,mention
Pearsall,Formation
Carbonate Concretion,Formation
Eslida,Formation
Geoyuzhuang,Formation
Angmaat,mention
Cucaracha,Formation
Holder,Formation
Fitchville,mention
Mickwitzia,Sandstone
Hatchetigbee,Formation
Felix,Member
Tsondab,Sandstone
Caballos,Formation
Tal,Group
Kimmeridge Clay,Fm.
Mahogany,Member
Paddy,Member
Domal Stromatolitic,Limestone
Maynardville,Formation
Fissile Argillaceous,Mudstone
Ledger,Formation
Ledger,mention
Zhuganpo,Fm
Wayao,mention
Baifeng,Fm
Ferrar,Group
Carbonate,Shale
Sonyea,Group
Dry Creek,Shale
Snowy Range,Formation
Flat-Pebble,Conglomerate
Snowy Range,mention
Bethany Falls,Limestone
Galesburg,mention
Facies Analysis,Dolomite
Dakota,Group
Joggins,mention
Tynemouth Creek,Formation
Prince Creek,Formation
Gams,Formation
Pyritic Fourchu,Group
Fourchu,Group
Ferrobamba,Formation
Strata,Sandstone
Highborne,Group
MALV,Group
Applied Microbiology,mention
Walcott Quarry,mention
Geomicrobiology,Group
Novel,Group
Putative,Group
Ecogenomics Focus,Group
Plio-Pleistocene Lousetown,Fm
Microbiology,mention
Marine Benthic,Group
Nematura,Bed
Florissant,mention
Da’anzhai,Member
Berkuty,Member
Berkuty,mention
Pamelia,Formation
Chazy,Group
Redwater,mention
Keyser,Formation
Mistaken Point,Formation
Bayan Gol,Formation
Miette,mention
Sannicandro,Formation
Altamura,Limestone
Gyp,mention
Long Point,Bed
Leigh,Member
Thorold,Sandstone
Dapango-Bombuaka,Group
Rose Run,Sandstone
Great Meadows,Formation
Smith Basin,Member
BRM Stromatolite,mention
BRM Stromatolite,Formation
Salina BRM Stromatolite,Formation
Limberlost,Dolomite
Salamonie,mention
Salina BRM Stromatolite,mention
Kinnikinic,mention
Crystalline,Dolomite
Mottled Laminated,Dolostone
Ridge Basin,mention
Platteville,mention
Norphlet,mention
Kuparuk,Formation
Magnus,Sandstone
Whiteaves,mention
Whole-rock,Shale
RangerPeak Eflenberser,Gp
WenIock Denbigh Grit,Group
Barbe,Member
Portlaadite,Dolomite
Precambnan Hamersley,Group
Loekatong,Formation
Garn,Formation
II,Limestone
Calcareous,Shale
Little Falls,Formation
Cape Lamb,Member
Sandwich Bluff,Member
Carrot Creek,Member
Taltheilei,Fm
Manlius,Fm.
Wildbread,Fm.
Sakhnin,Formation
Bina,Formation
Ewing,Limestone
Goulborn,Group
Baar Creek,Group
Massive,Limestone
Gateway Pass,Limestone
Ames,mention
Sokoman,Formation
Panther Canyon,Member
Calera,Limestone
Temblor,Formation
Temblor,mention
Pelitic,Member
Cupido,Limestone
Host,Limestone
Grizim,mention
Red Peak,mention
Black Laminated Silty,Mudstone
Richland,Formation
Thick-Ribbon Carbonate Flat-Pebble,Conglomerate
Winterset,Limestone
Ardwell,mention
Sandwick Fish,Bed
Burlington,mention
New Scotland,Formation
Mounded Edgewise,Conglomerate
Tree River,Formation
Recluse,Group
Selinagrove,Limestone
Burket,Shale
Choptank,Formation
System,Shale
Middle Bird Spring,Group
Chepultepec,mention
Medium Crystalline,Dolomite
Peylo,Limestone
Stephen,Formation
Sullivan,Formation
Eldon,Formation
Cassel Hill,Member
Jefferson City,Formation
CretaceousCardium,Formation
Mellaha,Member
Sanders,Group
Westley Park,Sandstone
Nodular Anhydritic,Mudstone
Medium-Grained,Dolomite
Manlius,Formation
Drummangarvagh,Member
Fox Hills,Formation
INTRODUCTION,Dolomite
Curdsville,Member
Matrix,mention
Matrix,Dolomite
Tectonic,mention
La Vieille,Formation
Calcite Fe-rich Saddle,Dolomite
Lansing/KansasCity,Group
Schisto-Calcaire,mention
Ringel,Dolomite
San Andres,mention
Broken River,mention
Conway,Formation
James,mention
Pecora,Formation
Planar,mention
Coorong,mention
Swan Hills,mention
Swan Hills,Formation
Mineral,Dolomite
Marree,Subgroup
Cool Creek,Formation
Forbes,mention
Visingso,Group
Black Rock,Group
Cromhall,Sandstone
Dismal Creek,Member
Dismal Creek,mention
BlackCreek,mention
Big Horse,Member
Allentown,Formation
Orr,Formation
Notch Peak,Formation
Bridgeton,Formation
Asbury Park,Member
Palm Park,Formation
Palm Park,mention
Park,mention
Dolomitic,Group
Ellenburger,Group
McKelligon Canyon,Formation
Harmon,Member
Laminated,Mudstone
Hulcross,Formation
Gray Siliciclastic,Mudstone
Red,Mudstone
MeLeary,Formation
Porsanger,mention
New Albany,Group
Blocher,Shale
Sligo,Formation
Shatti,mention
Megabreccia,Member
Standards Argillaceous,Limestone
Butano,Formation
Vaqueros,Formation
Butano,mention
Lloyd Sand,Member
Brightseat,Formation
Ditlovtoppen,Dolomite
Cloverly,mention
Hamden,Shale
Bat Cave,Formation
Abenaki,Formation
Stromatolitic,Dolostone
Aleman,Formation
Warsaw,Limestone
Kalby,Member
Tin Akof,Formation
Tin Akof,mention
Clastic,mention
Mavor,Formation
Mayor,Formation
Laddie,Formation
Oak Orchard,Member
Pelletiferous Knox Longview,Limestone
Rockport,Formation
Hornerstown,mention
Vincentown,mention
Manasquan,mention
Manasquan,Formation
Shady,mention
JeffersonvilLe,Limestone
Zohar,Formation
Brazer,Dolomite
Hydrochloric Percent Silica,Dolomite
Castile,Formation
Black Prince,Limestone
Pyritiferous,Mudstone
Aramachay,Formation
Ichpachi,Member
San Cassiano,Formation
Wolsey,Shale
Aquia,Formation
Chesterfield,Group
Brent,Formation
Pine River,Member
Pine River,mention
Castle Hayne,Limestone
Buntsandstein,Formation
McGregor,Member
McGregor,mention
Flat Pebble,Conglomerate
Malmros Klint,Member
Wayne,mention
Backoven,Shale
Backoven,mention
Gharif,Formation
Gharif,mention
Castile,mention
Black Clay,Shale
Rochester,Shale
McKenzie,Limestone
Type II,Formation
Marble Falls,mention
Wealden,Group
Florena,Shale
Tipton,Shale
Rio Dell,Formation
Coralville,Member
Ardmcre,Limestone
Myrick Station,Limestone
Worland,Limestone
Higginsville,Limestone
Castle,Member
Red Peak,Member
PYRITE,Formation
Simsboro,Formation
New Richmond,Sandstone
Tipton,mention
Swope,Formation
Swope,mention
Cedar Valley,Formation
Sespe,mention
Sespe,Formation
Kaolinite Chlorite Calcite,Dolomite
Lawrence,mention
Shady,Formation
Jo,Sandstone
Balakot,Formation
Xiaolingzi,Formation
Huangsong,Group
Taiyangding,Group
Songlin,Fm.
Qinghai Platinum,Group
Coarse-grained,Limestone
Coarse-grained,mention
CretaceousJingxing,mention
Chartai,Group
Dameigou,mention
Dameigou,Formation
Sanlengshan,Formation
E’touchang,mention
Shidengzi,Member
Mashan,mention
Daguandong,Formation
Xiaoerblak,Formation
Longqiao,mention
Zhulazhagamaodao,mention
Daye,Group
Cesium-bearing Geyserite Ore,Formation
Caoyuzhuang,Formation
Mesoproterotic Gaoyuzhuang,Formation
Shamao,Formation
Huanglong Chuanshan,Formation
Jiumenchong,Fm.
Jinning,Group
Yanlingguan,Formation
Zhalagou,Formation
Hongshuicuan,Group
Shisanlitaiand Weiji,Formation
Binggou,Group
Naij Tal,Group
Shisanlitai,mention
Pojiao,Formation
Songjiazhai,Formation
Donghe,mention
Ritang,Formation
Dahongshan,mention
Dahongshan,Group
Kang-butiebao,Formation
Nanguanling,Formation
Yingchengzi,Formation
Wanlong,Formation
Batamayineishan,Fm
Jinwozi,mention
F.Reef,Limestone
Sinian,Formation
Maidiping,Formation
Chencai,Group
III,mention
III,Bed
Sinian Zhangqu,Fm
Position Feature,Formation
Yijianfang,Formation
Chuangde,Formation
Ganjingzi,Formation
Linbuzong,Formation
Langjiexue,Group
Cyclops Metamorphic,Group
Selong,mention
Huansha,Formation
Tongling,Sandstone
Carbonaceoussiliceousshale,Sandstone
Shangxi,Group
Chencat,Group
Astrobiology,Group
Zhongbao,Group
Koumenzi,Formation
Pake,Formation
Jingangku,Formation
Marine Archaea,Group
Karmutsen,mention
Kechika,Formation
Kennedy Channel,Formation
Rawlings Bay,mention
Yellowknife,Group
Yellowknife,mention
Macasty,Formation
Guyer,Group
Carillon,Formation
Ottawa,Group
Beauharnois,Formation
Carillon,mention
Cobbs Arm,Limestone
Caldwell,Group
Verrill Canyon,Shale
Naskapi,Shale
Rabbitkettle,Formation
Spatsizi,Group
Kittigazuit,Formation
Ella Bay,Formation
Halifax,Group
Black River,Group
MeafordDundas,Formation
Meaford-Dundas,Formation
Campsite Cliff,Member
Campsite Cliff,Shale
Yoho River,Limestone
Croteau,mention
Bight,mention
Tazin,mention
Ironshore,Formation
Fire Hill,Member
Middlebrun Bay,Member
Temiscamie,Formation
Hyland,Group
Salt Pond,Formation
Cove,mention
Smith Point,Limestone
Chace,Chert
Mackenzie Mountains,Supergroup
Wabana,Group
Wabana,mention
Bell Island,mention
WattsBight,Formation
Table Point,Formation
Hecho,Group
Cross Bay,Member
Hornby Channel,Formation
Charlton Bay,Formation
Utsingi,Formation
Ajax,Formation
ProterozoicGreen Head,Group
Gunilint Iron,Formation
Stark,Formation
Saint-Irtnte,Formation
LITHOLOGY,Shale
Ogdensburg,Member
Bruce,Formation
Cape Storm,Formation
Douro,Formation
Kenogami River,Formation
Kangiimiut,Formation
Ikermiut,Formation
Pocomoonshine Lake,Formation
Cookson,Group
Silica,Formation
Brush Creek,mention
Shenhua,Group
Rossport,mention
Joli Fou,Shale
Longmaxi,Fm.
Lambir,Formation
Lambir,mention
Amisk,Group
Nelway,Formation
Nelway,mention
La,mention
Escuminac,mention
Snowshoe,Group
Botwood,Group
Chakonipau,Formation
Uve,Formation
Espanola,Formation
Fennell,Formation
Dunphy,mention
Index,Formation
Fortuna,mention
Stuart Bay,Formation
Mahto,Formation
Takla,Group
Montmorillonite Calcite,Dolomite
Sayunei,Formation
Wedstone River,mention
Billings,Formation
Billings,mention
Blueflower,mention
Bluefower,Formation
Honorat,Group
Troghfel,Formation
Wakeham,Group
Rock Harbour,Group
Bras,Formation
Badshot,mention
Odjick,Formation
Odjick,mention
Conley,mention
Morien,Group
Roberts Arm,Group
Bateau,Formation
Myer Cave,Formation
Fernleigh,mention
Hermon,mention
Mayo,mention
Mount Head,Formation
Yellowknife,Supergroup
Burnside River,Formation
Codroy,Group
Tetagouche,Group
Bonavista,Formation
Fern Creek,Formation
Northwest Arm,Formation
Spray,Formation
Malartic,Group
Spring,Dolomite
Spring,mention
Miramichi,Group
Buchans,Group
Buchans,mention
Wild Bight,Group
Lushs Bight,Group
Brook,Fm
Reversing Falls,Formation
Warren Creek,Formation
Moran Lake,Group
Joe Pond,Formation
Slave Point,mention
Slave Point,Formation
Ram Creek,Group
McNaughton,Formation
McNaughton,mention
Deschambault,Formation
Phyllite Quartzite,Group
Cap Martin,mention
Mazinaw Lake,Formation
Murky,Formation
Dewar,Formation
Potsdam,mention
Toby,Conglomerate
Horsethief Creek,Group
Quirke Lake,Group
Entiako,mention
Ashcroft,Formation
Larder Lake,Group
Larder Lake,mention
Jackass Mountain,Group
Chesley Drive,Group
Hinuera,Formation
Rundle,Group
Carswell,mention
McLeary,Formation
Wollaston,Supergroup
Currier,Formation
Dominion,Formation
Remarks-The Powers Steps,Formation
Churchill River,Formation
Ootsa Lake,Group
Stone,Formation
Otish Mountains,Group
Crouse Harbour,mention
Snare,Group
Mattagami,Formation
Bad Cache Rapids,Formation
Port Nelson,Formation
Headlands,Group
Katherine,Group
Rossport,Formation
Kama Hill,Formation
Kama Hill,mention
McMillan Flowage,Formation
Humber Arm,Supergroup
Knife Lake,Group
Michipicoten,mention
Rock Creek,Member
Sibley,mention
Leopold,Formation
Leopold,mention
Gciwganda,Formation
St. Daniel,Formation
Aston,mention
Aston Stromatolite,Bed
Georgian Bay,Formation
Grenville,mention
Montgomery Lake,Group
Amisk,mention
Tumco,Formation
Yankee Belle,Formation
Ca-Mg,Dolomite
Sainte-Foy,mention
Piling,Group
Mary River,Group
Virgin Schist,Group
Bay,Formation
Arm,Group
Parson Bay,Formation
Rove,mention
Bunvash,Formation
White Rock,Formation
Peel Sound,Formation
Proterozoioc Nama,Group
Mabou,mention
Snyder,Group
Dunphy,Formation
Long Rapids,Formation
Murphy Creek,Formation
Naylor Ledge,mention
Chilliwack,mention
Mosher Carbonate,mention
Atan,Group
Muskwa,Member
Road River,mention
Echo Bay,mention
Wollaston,Group
Graphite,Dolomite
Brigus,mention
Matinenda,mention
Roy,Group
Thumb Mountain,Formation
Read Bay,Formation
Mottled,mention
Padlei,Formation
Mammoth Coal,Bed
Tokumm,Formation
Rossland,Group
Xiaoerbulak,Formation
Xiaoerbulak,mention
Billings,Shale
Underlying,Shale
Eastview,Formation
Carbonaceous Pyritic,Shale
Joli Fou,Formation
Westgate,Formation
Nishiyama,Formation
Kaskapau,mention
Stockton,mention
Thus,mention
Ashville,Formation
Ashville,mention
Smoky River,mention
Pennsylvanian-age Wise,Formation
Brioverian,Gp
Liburnia,Formation
ROV Jason II,mention
Oklahoma,mention
Kholodninsky,Formation
Rehach,Fm
Rehach,Fm.
Messaoudi,Fm
Outangdi,Formation
Zishan,Formation
Yunfu Pyrite,Group
Crackington,Formation
Tocantins,Group
Trehue,Formation
PaleoeMesoproterozoic Araí,Group
Mantou,Fm
Gage,Sandstone
Carbonatite Calcite,Dolomite
Roof,Shale
Nieru,Formation
Shiniangluo,Formation
Shinianluo,Fm.
Jiangxiong,Formation
Doig,mention
Ra'af,Formation
Newfoundland Table Head,Group
Tatang,Formation
Dongying,Formation
Sangonghe,Formation
Fatoya,Formation
Nihewan,Formation
Mt McGrath,Formation
Dh,mention
Taimylyr,Formation
Nihewan,mention
Phytoclast,Mudstone
Dolbor,Formation
Burano/Calcare Cavernoso,Formation
Csehbánya,Formation
Ingersoll,mention
Cheile Dȃmbovicioarei,Formation
Lespezi,Formation
Dinas Aragonite Calcite,Dolomite
Woodendinna,Dolostone
Franciscan,mention
Lake,mention
Rare Biota,Mudstone
Recrystallized,mention
NF,Fm
Santa Rosa,mention
Altamura,Fm.
Touirist,Fm.
Tiaohu,Fm
Lorraine,Shale
Quartz Pyrite,Dolomite
Yamama,Formation
Gongila,Formation
Bedinan,Formation
TOC Quartz,Dolomite
Manketouobo,Formation
Quse,mention
Sujiahe,Gp
Zhongtiao,Group
McDermott,Fm
Syama,mention
Syama,Formation
Sortis,Group
Qipisarqo,Group
Ilordleq,Group
Dundas,Gp
Thule,mention
Ceshui,Formation
Shidengzi,Formation
Pyrite Shidengzi,Fm
Shidengzi,Fm
Meldon,Chert
Porthtowan,Formation
Lemaire,Formation
Nanisivik,Formation
Arctic Bay,Formation
Mârmorilik,Formation
Hagen Fjord,Group
Sammakkovaara,Group
Kiruna Greenstone,Group
Kiirunavaara,Group
Muorjevaara,Group
Porphyrite,Group
Niangniangshan,Formation
Dawangshan,Formation
Tomachi,Formation
Yi-xian,Formation
Vega,Formation
Wealden,mention
Hautrage Clays,Formation
Holm Dal,Formation
Daye,Fm.
Luarca,Fm
Florissant,Formation
Purple,Shale
Arpishmebulaq,Formation
Yunmengsha,Formation
Tuqiaozi,Formation
Tiefengraben,Member
Agua Nueva,Formation
Bioturbation,Chert
Bioturbation,mention
Xiahuancang,Formation
Billefjorden,Group
Nenjiang,Member
Nenjiang,mention
Balfour,Formation
Bac Thuy,Formation
Sunjiagou,Formation
Heshanggou,Formation
Indian Castle,mention
Banda Alta,Fm
Assistência,mention
Shadoron,Group
Butorovskii,Formation
Khaipakh,Formation
Navan,Group
Bateman,Formation
Pupuga,Formation
Kamienne,Member
Dąbrowa,Limestone
Kaltasy,Formation
Ashit,Member
Cherty,Member
Mount Landreville,Formation
Pass Mountain,Formation
Rubble Creek,Formation
Swaziland,mention
Corcoran,Formation
SCOR Working,Group
Bar River,mention
Flack Lake,Group
Altȋn Tepe,Group
Manampotsy,Group
Daegi,mention
Blue Anchor,Formation
São Francisco,mention
Baxa,Formation
Middle,Dolostone
Coarse,Shale
Andean,Group
Projccl,Group
Gassaway,Member
Maury,Formation
Gassaway,mention
Quebec,mention
Manlius,mention
Yampa,Limestone
Highland Boy,Limestone
Yampa,mention
Shan-si,mention
Shen-si,mention
Imlay,Limestone
Resser,Limestone
Syrena,Formation
Syrena,mention
Dakin Hill,mention
Uineral,Dolomite
Cardiff,mention
Cardiff,Conglomerate
Limeport,mention
Orangeville,mention
Ore Hill,mention
Gatesburg,mention
Peten,Formation
Steeprock,mention
Yellow,Limestone
Booch,Group
Ward Cove,mention
High Low Mean,Dolomite
High Low Mean,mention
Pitch-Ore,Group
Awatubi,Member
VERMONT,mention
Sinbad,mention
Moss Back,Sandstone
Abrigo,Formation
Pecatonica,mention
Cummingsville,Member
Carimona,Member
Kelly,Limestone
Wingate,mention
Brucite,mention
Basco,mention
MONTANA,Formation
Limeport,Formation
Tanners Creek,Formation
Eskridge,Shale
Avispa,Member
Emery Brook,Formation
Charlotte,Group
Caqueza,Sandstone
Hickory Corners,Member
Merritton,Limestone
Fulton,Formation
Sylvan,Shale
Kaibab,mention
Chmle,Shale
Martinsburg,Shale
Ravalli,mention
Siyeh,Formation
Missoula,mention
Sheep Pass,mention
Joslin Hill,Member
Willowvale,Shale
Chanarcillo,mention
Lake Neosho,Shale
Gaptank,Formation
Elbert,Formation
Ouray,Formation
Dixie Brook,Member
Aziscohos,Formation
Carlsbad,Group
Boyer Ranch,Formation
Wissahickon,Formation
ColonMito Juan,Formation
Franciscan,Group
Agort,Chert
Whiteport,Member
Matoon,Formation
Peak,Formation
Cape Cove,Formation
Monte Antola,Formation
Muree,Sandstone
Weston,mention
Liuling,Group
Ozawkie,mention
Ozawkie,Member
Ash,mention
Durness,Formation
Bastion,Formation
St. George,Formation
Bastion,mention
Bloody Mountain,Formation
Corset Spring,Shale
Siltstone,Member
Bambui,mention
Tindir,Dolomite
Hector,Formation
Tokammane,Formation
Hyolithus Creek,Formation
Greenhills,mention
Jupiter,Member
Unkar,mention
Alloway Clay,Member
Unconformity Kopili,Formation
Smith Basin,Limestone
Chisana,mention
Dinantian,Limestone
Diavolo,mention
Cultural,Formation
Point Loma,Formation
Cutoff,Formation
Qtz RF,Chert
Beechers Trilobite,Bed
Logan Quarry,Shale
Sierra Buttes,Formation
Metaophiolites Kayaalti,Formation
Lovelock,Formation
New Market,Limestone
Pecatonica,Formation
Hector,mention
Aragonite,Dolomite
METERS Oil,Shale
Clinetop,Member
Malaita,mention
Flagstaff,Member
Castlegate,Sandstone
Fairholme,Group
Jakobsstigen,Formation
Krider,Member
Chase,Group
Douglas Creek,Member
Uinta,mention
Odukpani,Formation
Niagara,Group
Lombardian Maiolica,Formation
Keeseville,mention
Lake Killarney,Formation
Biotite,Dolomite
Rockview,Formation
Onondaga,mention
Tahuin,Group
Comanche Point,Member
Deep Lake,Group
Gamuza,mention
SEDIMENTARY ROCKS Potsdam,Sandstone
Wanwankou,Member
Zn,Sandstone
Kapp Lyell,Group
Unconformity Athabasca,Formation
Carquiejo,Formation
Morro,Formation
Morro,mention
Carquiejo,mention
Coruja,mention
Premier,Group
Dominant Lithofacies,Dolostone
Gunflint Iron,mention
Potomac,mention
Parting,Shale
Fisher Branch,Formation
Dark,Chert
Pink,Chert
Stromatolitic/Thrombolitic,Dolomite
Scaglia Rossa,Formation
Hiinsruck,Shale
Elbrook,Formation
Sioux,Formation
Mt. Hawk,Formation
Sassenach,mention
Nullara,Limestone
Slates Amphibolites,Shale
La Joya,mention
Coronation,Supergroup
Siderite,Formation
Walidiala,Group
Bear Creek,Group
Galice,Formation
Burrowing,Bed
Maryville,Limestone
Newland,Limestone
Tisdale,Group
Snow Canyon,Formation
Rhythmically Bedded Lime,Mudstone
HAYES,Formation
Walden Creek,Group
Great Blue,Limestone
Long Trail,Shale
Packard Wash,Formation
Pyrite Stylolites,Dolomite
Yashkuk,Formation
Royer,Dolomite
Hyde School Gneiss,mention
Radiolarite Porcellanite,Chert
Royer,mention
Waldron,mention
Huroriian,Supergroup
Bone Coal Coaly,Shale
OTHERS,mention
Fifteenmile,mention
Massive Stromatolitic,Dolostone
Virgin,Member
Coppermine River,Group
Nelson,Limestone
Shusanhe,Formation
Dogtown,Member
Fort Hays,Member
Greenish-Gray,Shale
Mescal Algal,Member
Pahnimp,Group
Moin,Formation
Poolamacca,Group
Uwharrie,Formation
White River,mention
Bright Eye Brook,Formation
Clingers Substrate Carbonate,Chert
Sausbee,mention
Beuda,Formation
Carbonaceous,Limestone
Michipicoten,Group
Ridge Route,Formation
Monteagle,mention
Batesville,mention
OD,Chert
Porosity,Dolomite
Branch,Formation
Gulf Stream,Formation
Tashikula,Formation
Qiongzhussi,Formation
Ditton,Group
Sextant,Formation
Mara,Dolomite
Teena,Dolomite
Chalonnes,Formation
Many Lexington,Limestone
El Molino,mention
Meguma,Supergroup
Herrin Coal,mention
Breccia,mention
Cantuar,Formation
Chamberlain,Formation
Manykay,Formation
Manykai,Formation
Targa,Formation
Cowles Lake,Formation
Maold Gaoyuzhuang,Formation
Fresh Pallinup,Formation
Windjana,Limestone
Vimy,Member
Redmond,Formation
Metaline,Formation
Kangaroo Creek,Formation
SOUTHERN CHINA,Bed
Zechstein,Formation
Shinarump,Conglomerate
K-feldspar Zeolite Calcite,Dolomite
CB,mention
LaClede,Bed
Alhisa Phosphorite,Formation
Kayenta,Formation
Navajo,mention
Kildonnan,Member
Nooksack,mention
Moores Station,Formation
Schoharie,Formation
Ekmai,Formation
Pethei,mention
Taltheilei,mention
McLean,Formation
Aztec,Sandstone
Nanushuk,Formation
Plaquettes,Formation
Fisher,Formation
Extraclasts Calcitic Cement,Dolomite
Glauconite Calcareous,Shale
